name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
tactics_comm_17,tactics_comm,,$technology_name_tactics_comm_17,1935,2,58,"recon(15), asw_mod(5)",,"battletype_enhance(raider_hunt;enemy_side;B;-30), battletype_enhance(convoy_coast_defenseadv;enemy_side;B;-30), battletype_enhance(convoy_small_defenseadv;enemy_side;B;-30), battletype_enhance(convoy_large_defenseadv;enemy_side;B;-30), battletype_enhance(surprise_strike;own_side;A;-30), battletype_enhance(raider_hunt;own_side_side;B;-30), battletype_enhance(convoy_coast_defenseadv;own_side_side;B;-30), battletype_enhance(convoy_small_defenseadv;own_side_side;B;-30), battletype_enhance(convoy_large_defenseadv;own_side_side;B;-30), battletype_enhance(surprise_strike;own_side_side;A;-30)",$technology_desc_tactics_comm_16,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_18,tactics_comm,,$technology_name_tactics_comm_18,1917,2,58,"submarine_group_limit(2), asw_mod(5)",,,$technology_desc_tactics_comm_18,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_19,tactics_comm,,$technology_name_tactics_comm_19,1929,2,95,"submarine_group_limit(3), asw_mod(10)",,,$technology_desc_tactics_comm_19,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_20,tactics_comm,,$technology_name_tactics_comm_20,1942,2,145,"submarine_group_limit(4), asw_mod(10)",,,$technology_desc_tactics_comm_20,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_21,tactics_comm,,$technology_name_tactics_comm_21,1890,,50,"start, ship_crew_group_limit(5000)",,,$technology_desc_tactics_comm_21,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_22,tactics_comm,,$technology_name_tactics_comm_22,1895,,60,ship_crew_group_limit(7000),,,$technology_desc_tactics_comm_22,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_23,tactics_comm,,$technology_name_tactics_comm_23,1900,,60,ship_crew_group_limit(9000),,,$technology_desc_tactics_comm_23,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_24,tactics_comm,,$technology_name_tactics_comm_24,1910,,60,ship_crew_group_limit(12000),,,$technology_desc_tactics_comm_24,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_25,tactics_comm,,$technology_name_tactics_comm_25,1920,,60,ship_crew_group_limit(15000),,,$technology_desc_tactics_comm_25,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_26,tactics_comm,,$technology_name_tactics_comm_26,1930,,60,ship_crew_group_limit(18000),,,$technology_desc_tactics_comm_26,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_27,tactics_comm,,$technology_name_tactics_comm_27,1940,,60,ship_crew_group_limit(21000),,,$technology_desc_tactics_comm_27,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
tactics_comm_28,tactics_comm,,$technology_name_tactics_comm_28,1924,,60," aim(20), weight(tower_sec;-15), cost(tower_sec;-150), recon(70), accuracy_long(22), sub_defend(10), asw_mod(30)",scout_plane_1,EnemyBearing(30),$technology_desc_tactics_comm_28,,,
tactics_comm_29,tactics_comm,,$technology_name_tactics_comm_29,1936,,60," aim(40), weight(tower_sec;-30), cost(tower_sec;-300), recon(130), accuracy_long(27), sub_defend(20), asw_mod(60)",scout_plane_2,EnemyBearing(30),$technology_desc_tactics_comm_29,,,
tactics_comm_end,tactics_comm,,$technology_name_tactics_comm_end,1936,2,40,"end, stat(radio;+10), recon(5), asw_mod(2)",,,$technology_desc_tactics_comm_end,"Ships equipped with radar navigate in strategic areas to trace enemy forces. *Decreases chance of enemy surprise attacks and raids -25%, Increases chance of our surprise attacks and raid missions +25%, Requirement: ""Radar rangefinder"" in Fire Control technology*","Decreases chance of enemy surprise attacks and raids, Increases our chances for surprise attacks and raids, Requirement: ""Radar rangefinder"" in Fire Control technology",
# $Ui_Constr_Mines,tactics_mines,,,,,,,,,,,,
tactics_mines_1,tactics_mines,,$technology_name_tactics_mines_1,1890,,30,"start, minefieldmax(0) ",,,$technology_desc_tactics_mines_1,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_2,tactics_mines,,$technology_name_tactics_mines_2,1892,,30,minefieldmax(1000),,,$technology_desc_tactics_mines_2,"Deploying minefields around our ports or coastal waters is an essential protective measure. *During war, minefields are gradually generated near friendly ports according to the number of Minelayers and their efficiency*",Dense minefields are generated during war in a wider area around our ports,
tactics_mines_3,tactics_mines,,$technology_name_tactics_mines_3,1899,,30,minefieldmax(2000),,,$technology_desc_tactics_mines_3,"Deploying minefields around our ports or coastal waters is an essential protective measure. *During war, minefields are gradually generated near friendly ports according to the number of Minelayers and their efficiency*",Dense minefields are generated during war in a wider area around our ports,
tactics_mines_4,tactics_mines,,$technology_name_tactics_mines_4,1910,,30,minefieldmax(3000),,,$technology_desc_tactics_mines_4,"Deploying minefields around our ports or coastal waters is an essential protective measure. *During war, minefields are gradually generated near friendly ports according to the number of Minelayers and their efficiency*",Dense minefields are generated during war in a wider area around our ports,
tactics_mines_5,tactics_mines,,$technology_name_tactics_mines_5,1914,2,30,minefieldmax(5000),,,$technology_desc_tactics_mines_5,"Expanding the generation of minefields in open sea area can become a highly effective tactic. *During war, minefields are gradually generated in bigger range around friendly ports according to the number of Minelayers and their efficiency*","During war, minefields are gradually generated in bigger range around friendly ports according to the number of Minelayers and their efficiency",
tactics_mines_6,tactics_mines,,$technology_name_tactics_mines_6,1925,2,30,minefieldmax(6000),,,$technology_desc_tactics_mines_6,"Expanding the generation of minefields in open sea area can become a highly effective tactic. *During war, minefields are gradually generated in bigger range around friendly ports according to the number of Minelayers and their efficiency*","During war, minefields are gradually generated in bigger range around friendly ports according to the number of Minelayers and their efficiency",
tactics_mines_7,tactics_mines,,$technology_name_tactics_mines_7,1935,2,30,minefieldmax(7000),,,$technology_desc_tactics_mines_7,"Expanding the generation of minefields in open sea area can become a highly effective tactic. *During war, minefields are gradually generated in bigger range around friendly ports according to the number of Minelayers and their efficiency*","During war, minefields are gradually generated in bigger range around friendly ports according to the number of Minelayers and their efficiency",
tactics_mines_8,tactics_mines,,$technology_name_tactics_mines_8,1891,,30,"minelaying(25),
minesweight(10), detonation(-5)",mines_1,,$technology_desc_tactics_mines_8,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_9,tactics_mines,,$technology_name_tactics_mines_9,1894,,30,"minelaying(50),
minesweight(20), detonation(-10)",mines_2,,$technology_desc_tactics_mines_9,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_10,tactics_mines,,$technology_name_tactics_mines_10,1897,,30,"minelaying(75), mine_dmg(2.5),
minesweight(30), detonation(-15)",mines_3,,$technology_desc_tactics_mines_10,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_11,tactics_mines,,$technology_name_tactics_mines_11,1903,,30,"minelaying(100), mine_dmg(5),
minesweight(40), detonation(-20)",mines_4,,$technology_desc_tactics_mines_11,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_12,tactics_mines,,$technology_name_tactics_mines_12,1909,,30,"minelaying(50), mine_dmg(10),
minesweight(50), detonation(-3.5)",mines_5,,$technology_desc_tactics_mines_12,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_13,tactics_mines,,$technology_name_tactics_mines_13,1915,,30,"minelaying(75), mine_dmg(12.5),
minesweight(75), detonation(-5)",mines_6,,$technology_desc_tactics_mines_13,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_14,tactics_mines,,$technology_name_tactics_mines_14,1925,,30,"minelaying(100), mine_dmg(15),
minesweight(100), detonation(-6.5)",mines_7,,$technology_desc_tactics_mines_13,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_15,tactics_mines,,$technology_name_tactics_mines_15,1930,,30,"minelaying(130), mine_dmg(17.5),
minesweight(130), detonation(-8)",mines_8,,$technology_desc_tactics_mines_13,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_16,tactics_mines,,$technology_name_tactics_mines_16,1935,,30,"minelaying(160), mine_dmg(20),
minesweight(170), detonation(-9.5)",mines_9,,$technology_desc_tactics_mines_13,Naval mines containing high explosives that can detonate upon impact is a cheap but very effective method to destroy enemy ships. *Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft*,"Enables Mine Sweeping / Mine Laying equipment that can be fitted to small military craft, Minefields are generated during war but in a limited area around our ports",
tactics_mines_17,tactics_mines,,$technology_name_tactics_mines_17,1892,1,30,minesweeping_tech(1),,,$technology_desc_tactics_mines_17,The wire dragged through the water by one or two ships to cut the mooring wire of floating mines or detonate them is designed to work more effectively. *Increases mine sweeping speed by +25%*,,http://hobbyport.ru/mor_col/mc_min/mc_min_19.htm
tactics_mines_18,tactics_mines,,$technology_name_tactics_mines_18,1895,1,30,"minesweeping(15), minedetect(15)",,,$technology_desc_tactics_mines_18,The wire dragged through the water by one or two ships to cut the mooring wire of floating mines or detonate them is designed to work more effectively. *Increases mine sweeping speed by +25%*,,http://hobbyport.ru/mor_col/mc_min/mc_min_19.htm
tactics_mines_19,tactics_mines,,$technology_name_tactics_mines_19,1900,1,30,"minesweeping(15), minedetect(25)",,,$technology_desc_tactics_mines_19,The wire dragged through the water by one or two ships to cut the mooring wire of floating mines or detonate them is designed to work more effectively. *Increases mine sweeping speed by +25%*,,http://hobbyport.ru/mor_col/mc_min/mc_min_19.htm
tactics_mines_20,tactics_mines,,$technology_name_tactics_mines_20,1905,2,30,"minesweeping(15), minedetect(35)",,,$technology_desc_tactics_mines_20,"Minesweepers protect themselves with an ""oropesa"" or ""paravane"" instead of a second minesweeper. This is a torpedo-shaped body that is streamed from the minesweeper in order to keep the sweeping wire at a determined depth and position. *Mine Sweeping Efficiency +2 (Increases minefield efficiency +25%)*",,
tactics_mines_21,tactics_mines,,$technology_name_tactics_mines_21,1913,2,30,minesweeping(6),,,$technology_desc_tactics_mines_21,"Minesweepers protect themselves with an ""oropesa"" or ""paravane"" instead of a second minesweeper. This is a torpedo-shaped body that is streamed from the minesweeper in order to keep the sweeping wire at a determined depth and position. *Mine Sweeping Efficiency +2 (Increases minefield efficiency +25%)*",,
tactics_mines_22,tactics_mines,,$technology_name_tactics_mines_22,1917,2,30,minesweeping(6),,,$technology_desc_tactics_mines_22,"Minesweepers protect themselves with an ""oropesa"" or ""paravane"" instead of a second minesweeper. This is a torpedo-shaped body that is streamed from the minesweeper in order to keep the sweeping wire at a determined depth and position. *Mine Sweeping Efficiency +2 (Increases minefield efficiency +25%)*",,
tactics_mines_23,tactics_mines,,$technology_name_tactics_mines_23,1925,2,30,"minesweeping(10), minedetect(15)",,,$technology_desc_tactics_mines_23,Latest methods of detecting mines use low-frequency electromagnetic fields. *Decreases chance of your ships becoming sunk by mines -10%*,,https://yandex.ru/images/search?img_url=https%3A%2F%2Fs.io.ua%2Fimg_aa%2Fsmall%2F0567%2F53%2F05675394_0.jpg&text=%D0%BA%D0%B0%D0%BA%20%D0%B2%D1%8B%D0%B3%D0%BB%D1%8F%D0%B4%D0%B8%D1%82%20%D0%91%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%BD%D1%8B%D0%B9%20%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BC%D0%B0%D0%B3%D0%BD%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%82%D1%80%D0%B0%D0%BB&noreask=1&pos=11&lr=23&rpt=simage
tactics_mines_24,tactics_mines,,$technology_name_tactics_mines_24,1930,2,30,"minesweeping(10), minedetect(15)",,,$technology_desc_tactics_mines_24,Latest methods of detecting mines use low-frequency electromagnetic fields. *Decreases chance of your ships becoming sunk by mines -10%*,,https://yandex.ru/images/search?img_url=https%3A%2F%2Fs.io.ua%2Fimg_aa%2Fsmall%2F0567%2F53%2F05675394_0.jpg&text=%D0%BA%D0%B0%D0%BA%20%D0%B2%D1%8B%D0%B3%D0%BB%D1%8F%D0%B4%D0%B8%D1%82%20%D0%91%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%BD%D1%8B%D0%B9%20%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BC%D0%B0%D0%B3%D0%BD%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%82%D1%80%D0%B0%D0%BB&noreask=1&pos=11&lr=23&rpt=simage
tactics_mines_25,tactics_mines,,$technology_name_tactics_mines_25,1935,2,30,"minesweeping(10), minedetect(15)",,,$technology_desc_tactics_mines_25,Latest methods of detecting mines use low-frequency electromagnetic fields. *Decreases chance of your ships becoming sunk by mines -10%*,,https://yandex.ru/images/search?img_url=https%3A%2F%2Fs.io.ua%2Fimg_aa%2Fsmall%2F0567%2F53%2F05675394_0.jpg&text=%D0%BA%D0%B0%D0%BA%20%D0%B2%D1%8B%D0%B3%D0%BB%D1%8F%D0%B4%D0%B8%D1%82%20%D0%91%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%BD%D1%8B%D0%B9%20%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BC%D0%B0%D0%B3%D0%BD%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%82%D1%80%D0%B0%D0%BB&noreask=1&pos=11&lr=23&rpt=simage
tactics_mines_26,tactics_mines,,$technology_name_tactics_mines_26,1896,,30,"minesweeping(25), minedetect(55), minesweep_weight(10)",minesweep_1,,$technology_desc_tactics_mines_26,The wire dragged through the water by one or two ships to cut the mooring wire of floating mines or detonate them is designed to work more effectively. *Increases mine sweeping speed by +25%*,,http://hobbyport.ru/mor_col/mc_min/mc_min_19.htm
tactics_mines_27,tactics_mines,,$technology_name_tactics_mines_27,1900,1,30,"minesweeping(35), minedetect(65), minesweep_weight(15)",minesweep_2,,$technology_desc_tactics_mines_27,The wire dragged through the water by one or two ships to cut the mooring wire of floating mines or detonate them is designed to work more effectively. *Increases mine sweeping speed by +25%*,,http://hobbyport.ru/mor_col/mc_min/mc_min_19.htm
tactics_mines_28,tactics_mines,,$technology_name_tactics_mines_28,1910,2,30,"minesweeping(45), minedetect(75), minesweep_weight(30)",minesweep_3,,$technology_desc_tactics_mines_28,The wire dragged through the water by one or two ships to cut the mooring wire of floating mines or detonate them is designed to work more effectively. *Increases mine sweeping speed by +25%*,,http://hobbyport.ru/mor_col/mc_min/mc_min_19.htm
tactics_mines_29,tactics_mines,,$technology_name_tactics_mines_29,1922,2,30,"minesweeping(55), minedetect(85), minesweep_weight(45)",minesweep_4,,$technology_desc_tactics_mines_29,The wire dragged through the water by one or two ships to cut the mooring wire of floating mines or detonate them is designed to work more effectively. *Increases mine sweeping speed by +25%*,,http://hobbyport.ru/mor_col/mc_min/mc_min_19.htm
tactics_mines_30,tactics_mines,,$technology_name_tactics_mines_30,1934,2,30,"minesweeping(65), minedetect(95), minesweep_weight(65)",minesweep_5,,$technology_desc_tactics_mines_30,The wire dragged through the water by one or two ships to cut the mooring wire of floating mines or detonate them is designed to work more effectively. *Increases mine sweeping speed by +25%*,,http://hobbyport.ru/mor_col/mc_min/mc_min_19.htm
tactics_mines_31,tactics_mines,,$technology_name_tactics_mines_31,1925,,30,mine_dmg(15),,,$technology_desc_tactics_mines_31,"The magnetic mine, as an evolution from the standard contact mine, lies deeper in the sea. A ship passing above distorts the normal Earth's magnetic field enough to trigger the mine. *Increases chance of sinking enemy ships that operate near your minefields +10%*",,
tactics_mines_32,tactics_mines,,$technology_name_tactics_mines_32,1928,,30,mine_dmg(15),,,$technology_desc_tactics_mines_32,"The magnetic mine, as an evolution from the standard contact mine, lies deeper in the sea. A ship passing above distorts the normal Earth's magnetic field enough to trigger the mine. *Increases chance of sinking enemy ships that operate near your minefields +10%*",,
tactics_mines_33,tactics_mines,,$technology_name_tactics_mines_33,1932,,30,mine_dmg(15),,,$technology_desc_tactics_mines_32,"The magnetic mine, as an evolution from the standard contact mine, lies deeper in the sea. A ship passing above distorts the normal Earth's magnetic field enough to trigger the mine. *Increases chance of sinking enemy ships that operate near your minefields +10%*",,
tactics_mines_34,tactics_mines,,$technology_name_tactics_mines_34,1936,,30,mine_dmg(15),,,$technology_desc_tactics_mines_32,"The magnetic mine, as an evolution from the standard contact mine, lies deeper in the sea. A ship passing above distorts the normal Earth's magnetic field enough to trigger the mine. *Increases chance of sinking enemy ships that operate near your minefields +10%*",,
tactics_mines_35,tactics_mines,,$technology_name_tactics_mines_35,1940,,30,mine_dmg(15),,,$technology_desc_tactics_mines_32,"The magnetic mine, as an evolution from the standard contact mine, lies deeper in the sea. A ship passing above distorts the normal Earth's magnetic field enough to trigger the mine. *Increases chance of sinking enemy ships that operate near your minefields +10%*",,
tactics_mines_36,tactics_mines,,$technology_name_tactics_mines_36,1927,,30,"antimine(5), minedetect(15)",,,$technology_desc_tactics_mines_36,"Decreasing the magnetic field of the hull, makes ships less vulnerable to the new type of magnetic mines. *Decreases chance of your ships getting sunk by mines -10%*",,
tactics_mines_37,tactics_mines,,$technology_name_tactics_mines_37,1930,,30,"antimine(5), minedetect(15)",,,$technology_desc_tactics_mines_36,"Decreasing the magnetic field of the hull, makes ships less vulnerable to the new type of magnetic mines. *Decreases chance of your ships getting sunk by mines -10%*",,
tactics_mines_38,tactics_mines,,$technology_name_tactics_mines_38,1935,,30,"antimine(5), minedetect(15)",,,$technology_desc_tactics_mines_36,"Decreasing the magnetic field of the hull, makes ships less vulnerable to the new type of magnetic mines. *Decreases chance of your ships getting sunk by mines -10%*",,
tactics_mines_39,tactics_mines,,$technology_name_tactics_mines_39,1940,,30,"antimine(5), minedetect(15)",,,$technology_desc_tactics_mines_36,"Decreasing the magnetic field of the hull, makes ships less vulnerable to the new type of magnetic mines. *Decreases chance of your ships getting sunk by mines -10%*",,
tactics_mines_40,tactics_mines,,$technology_name_tactics_mines_40,1945,,30,"antimine(5), minedetect(15)",,,$technology_desc_tactics_mines_36,"Decreasing the magnetic field of the hull, makes ships less vulnerable to the new type of magnetic mines. *Decreases chance of your ships getting sunk by mines -10%*",,
tactics_mines_end,tactics_mines,,$technology_name_tactics_mines_end,1946,,45,"end, mine_dmg(1), minedetect(1), antimine(1), minesweeping(2)",,,$technology_desc_tactics_mines_end,,,
# $techType_name_tactics_asw,tactics_asw,,,,,,,,,,,,
tactics_asw_1,tactics_asw,,$technology_name_tactics_asw_1,1893,,35,sub_defend(2),,submarine_defense(5),$technology_desc_tactics_asw_1,"When a ship is moored or otherwise stationed in the water, there are deployed special nets from all her sides for protection against torpedoes. *Decreases the chance of our ships getting sunk by a surpise attack of torpedo boats, destroyers, submarines -25%*",,
tactics_asw_2,tactics_asw,,$technology_name_tactics_asw_2,1895,,35,sub_defend(2),,submarine_defense(5),$technology_desc_tactics_asw_1,"When a ship is moored or otherwise stationed in the water, there are deployed special nets from all her sides for protection against torpedoes. *Decreases the chance of our ships getting sunk by a surpise attack of torpedo boats, destroyers, submarines -25%*",,
tactics_asw_3,tactics_asw,,$technology_name_tactics_asw_3,1898,,35,sub_defend(2),,submarine_defense(5),$technology_desc_tactics_asw_1,"When a ship is moored or otherwise stationed in the water, there are deployed special nets from all her sides for protection against torpedoes. *Decreases the chance of our ships getting sunk by a surpise attack of torpedo boats, destroyers, submarines -25%*",,
tactics_asw_4,tactics_asw,,$technology_name_tactics_asw_4,1900,,35,sub_defend(2),,submarine_defense(5),$technology_desc_tactics_asw_1,"When a ship is moored or otherwise stationed in the water, there are deployed special nets from all her sides for protection against torpedoes. *Decreases the chance of our ships getting sunk by a surpise attack of torpedo boats, destroyers, submarines -25%*",,
tactics_asw_5,tactics_asw,,$technology_name_tactics_asw_5,1902,,35,sub_defend(2),,submarine_defense(5),$technology_desc_tactics_asw_1,"When a ship is moored or otherwise stationed in the water, there are deployed special nets from all her sides for protection against torpedoes. *Decreases the chance of our ships getting sunk by a surpise attack of torpedo boats, destroyers, submarines -25%*",,
tactics_asw_6,tactics_asw,,$technology_name_tactics_asw_6,1904,,35,sub_defend(10),,submarine_defense(5),$technology_desc_tactics_asw_6,"When a ship is moored or otherwise stationed in the water, there are deployed special nets from all her sides for protection against torpedoes. *Decreases the chance of our ships getting sunk by a surpise attack of torpedo boats, destroyers, submarines -25%*",,
tactics_asw_7,tactics_asw,,$technology_name_tactics_asw_7,1906,,35,sub_defend(20),,submarine_defense(7.5),$technology_desc_tactics_asw_7,"The newest torpedo nets have booms made of steel, replacing the older more vulnerable that were made of wood. *Decreases the chance of our ships getting sunk by a surpise attack of torpedo boats, destroyers, submarines -25%*",,
tactics_asw_8,tactics_asw,,$technology_name_tactics_asw_8,1907,2,35,"asw(10), sub_attack(5)",,,$technology_desc_tactics_asw_8,"When a ship is moored or otherwise stationed in the water, there are deployed special nets from all her sides for protection against torpedoes. *Decreases the chance of our ships getting sunk by a surpise attack of torpedo boats, destroyers, submarines -25%*",,
tactics_asw_9,tactics_asw,,$technology_name_tactics_asw_9,1912,2,35,"depth_charge(20), asw_mod(35), sub_attack(25), detonation(-5)",depth_charge_1,submarine_attack(10),$technology_desc_tactics_asw_9,"The depth charge is a new anti-submarine warfare weapon that can be fitted to Destroyers. It is intended to destroy a submarine by being dropped into the water nearby and detonating, subjecting the target to a powerful and destructive hydraulic shock. *Enables Depth charges Type I on Destroyers*",,
tactics_asw_10,tactics_asw,,$technology_name_tactics_asw_10,1914,2,35,"depth_charge(35), asw_mod(50), sub_attack(35), detonation(-7.5)",depth_charge_2,submarine_attack(20),$technology_desc_tactics_asw_10,"New, more destructive depth charges are available to counter the stronger hull of the latest submarines. *Enables Depth charges Type II on Destroyers*",,
tactics_asw_11,tactics_asw,,$technology_name_tactics_asw_11,1916,2,35,"depth_charge(55), asw_mod(65), sub_attack(45), detonation(-10)",depth_charge_3,submarine_attack(30),$technology_desc_tactics_asw_10,The lethality radius of the new depth charges becomes maximum. *Enables Depth charges Type III on Destroyers*,,
tactics_asw_12,tactics_asw,,$technology_name_tactics_asw_12,1925,2,35,"depth_charge(80), asw_mod(80), sub_attack(55), detonation(-12.5)",depth_charge_4,submarine_attack(30),$technology_desc_tactics_asw_10,The lethality radius of the new depth charges becomes maximum. *Enables Depth charges Type III on Destroyers*,,
tactics_asw_13,tactics_asw,,$technology_name_tactics_asw_13,1935,2,35,"depth_charge(115), asw_mod(100), sub_attack(65), detonation(-15)",depth_charge_5,submarine_attack(30),$technology_desc_tactics_asw_10,The lethality radius of the new depth charges becomes maximum. *Enables Depth charges Type III on Destroyers*,,
