,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
gun_18_x4_usa,,457,gun_18_x4,usa,,ny_gun_356_x4,1.42,1.482,1.21,1.01,ny_gun_356_x4,1.42,1.482,1.21,1.01,ny_gun_356_x4,1.42,1.482,1.21,1.01,ny_gun_356_x4,1.42,1.482,1.21,1.01,ny_gun_356_x4,1.42,1.482,1.21,1.01,,,,,,,,,,
gun_19_x4_usa,,483,gun_19_x4,usa,,ny_gun_356_x4,1.52,1.5795,1.22,0.99,ny_gun_356_x4,1.52,1.5795,1.22,0.99,ny_gun_356_x4,1.52,1.5795,1.22,0.99,ny_gun_356_x4,1.52,1.5795,1.22,0.99,ny_gun_356_x4,1.52,1.5795,1.22,0.99,,,,,,,,,,
gun_20_x4_usa,,508,gun_20_x4,usa,,ny_gun_356_x4,1.62,1.677,1.23,0.98,ny_gun_356_x4,1.62,1.677,1.23,0.98,ny_gun_356_x4,1.62,1.677,1.23,0.98,ny_gun_356_x4,1.62,1.677,1.23,0.98,ny_gun_356_x4,1.62,1.677,1.23,0.98,,,,,,,,,,
###,,,###,,,QUAD GUNS AUSTRIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x4_austria,,127,gun_5_x4,austria,,,,,,,de_Ruyter_gun_150_x4,1.05,1.19,1.23,1.4,de_Ruyter_gun_150_x4,1.05,1.19,1.23,1.4,de_Ruyter_gun_150_x4,1.05,1.19,1.23,1.4,de_Ruyter_gun_150_x4,1.05,1.19,1.23,1.4,,,,,,,,,,
gun_6_x4_austria,,152,gun_6_x4,austria,,,,,,,de_Ruyter_gun_150_x4,1.2,1.32,1.23,1.4,de_Ruyter_gun_150_x4,1.2,1.32,1.23,1.4,de_Ruyter_gun_150_x4,1.2,1.32,1.23,1.4,de_Ruyter_gun_150_x4,1.2,1.32,1.23,1.4,,,,,,,,,,
gun_7_x4_austria,,178,gun_7_x4,austria,,,,,,,de_Ruyter_gun_150_x4,1.33,1.46,1.23,1.45,de_Ruyter_gun_150_x4,1.33,1.46,1.23,1.45,de_Ruyter_gun_150_x4,1.33,1.46,1.23,1.45,de_Ruyter_gun_150_x4,1.33,1.46,1.23,1.45,,,,,,,,,,
gun_8_x4_austria,,203,gun_8_x4,austria,,,,,,,de_Ruyter_gun_150_x4,1.47,1.59,1.237,1.45,de_Ruyter_gun_150_x4,1.47,1.59,1.237,1.45,de_Ruyter_gun_150_x4,1.47,1.59,1.237,1.45,de_Ruyter_gun_150_x4,1.47,1.59,1.237,1.45,,,,,,,,,,
gun_9_x4_austria,,229,gun_9_x4,austria,,,,,,,de_Ruyter_gun_150_x4,1.6,1.75,1.23,1.47,de_Ruyter_gun_150_x4,1.6,1.75,1.23,1.47,de_Ruyter_gun_150_x4,1.6,1.75,1.23,1.47,de_Ruyter_gun_150_x4,1.6,1.75,1.23,1.47,,,,,,,,,,
###,,,###,,,QUAD GUNS ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x4_italy,,152,gun_6_x4,italy,,dido_gun_cal200_x4,0.84825,0.874575,,,dido_gun_cal200_x4,0.87,0.897,1.2,,dido_gun_cal200_x4,0.880875,0.9082125,,,mont_gun_152_x4,1,1.1,1.32,1.34,mont_gun_152_x4,1,1.1,1.32,1.34,,,,,,,,,,
gun_7_x4_italy,,178,gun_7_x4,italy,,dido_gun_cal200_x4,0.897,0.950625,,,dido_gun_cal200_x4,0.92,0.975,1.2,,dido_gun_cal200_x4,0.9315,0.9871875,,,mont_gun_152_x4,1.1,1.2,1.32,1.39,mont_gun_152_x4,1.1,1.2,1.32,1.39,,,,,,,,,,
###,,,###,,,QUAD GUNS FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_france,,51,gun_2_x4,france,,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,,,,,,,,,,
gun_3_x4_france,,76,gun_3_x4,france,,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,,,,,,,,,,
gun_4_x4_france,,102,gun_4_x4,france,,didox_gun_cal133_x4,0.91,0.96,2.12,1.52,didox_gun_cal133_x4,0.91,0.96,2.12,1.52,didox_gun_cal133_x4,0.91,0.96,2.12,1.52,didox_gun_cal133_x4,0.91,0.96,2.12,1.52,rich_gun_cal130_x4,1.19,1.36,2.12,1.52,,,,,,,,,,
gun_10_x4_france,,254,gun_10_x4,france,,richelieu_gun_380_x4,0.7,0.75,1.29,1.06,richelieu_gun_380_x4,0.7,0.75,1.29,1.06,richelieu_gun_380_x4,0.7,0.75,1.29,1.06,richelieu_gun_380_x4,0.7,0.75,1.29,1.06,richelieu_gun_380_x4,0.7,0.75,1.29,1.06,,,,,,,,,,
gun_11_x4_france,,279,gun_11_x4,france,,richelieu_gun_380_x4,0.769,0.814,1.29,0.85,richelieu_gun_380_x4,0.769,0.814,1.29,0.85,richelieu_gun_380_x4,0.769,0.814,1.29,0.85,richelieu_gun_380_x4,0.769,0.814,1.29,0.85,richelieu_gun_380_x4,0.769,0.814,1.29,0.85,,,,,,,,,,
gun_12_x4_france,,305,gun_12_x4,france,,richelieu_gun_380_x4,0.835,0.879,1.29,0.85,richelieu_gun_380_x4,0.835,0.879,1.29,0.85,richelieu_gun_380_x4,0.835,0.879,1.29,0.85,richelieu_gun_380_x4,0.835,0.879,1.29,0.85,richelieu_gun_380_x4,0.835,0.879,1.29,0.85,,,,,,,,,,
gun_13_x4_france,,330,gun_13_x4,france,,dido_gun_cal200_x4,1.4,1.45,1.27,1,dido_gun_cal200_x4,1.4,1.45,1.27,1,dido_gun_cal200_x4,1.4,1.45,1.27,1,richelieu_gun_380_x4,0.891,0.92625,1.27,0.865,richelieu_gun_380_x4,0.891,0.92625,1.27,0.865,,,,,,,,,,
gun_14_x4_france,,356,gun_14_x4,france,,dido_gun_cal200_x4,1.45,1.5,1.27,1.05,dido_gun_cal200_x4,1.45,1.5,1.27,1.05,dido_gun_cal200_x4,1.45,1.5,1.27,1.05,richelieu_gun_380_x4,0.95,0.975,1.27,0.865,richelieu_gun_380_x4,0.95,0.975,1.27,0.865,,,,,,,,,,
gun_15_x4_france,,381,gun_15_x4,france,,dido_gun_cal200_x4,1.5,1.55,1.27,1.07,dido_gun_cal200_x4,1.5,1.55,1.27,1.07,dido_gun_cal200_x4,1.5,1.55,1.27,1.07,richelieu_gun_380_x4,1,1.0335,1.27,0.883,richelieu_gun_380_x4,1,1.0335,1.27,0.883,,,,,,,,,,
gun_16_x4_france,,406,gun_16_x4,france,,dido_gun_cal200_x4,1.55,1.6,1.27,1.11,dido_gun_cal200_x4,1.55,1.6,1.27,1.11,dido_gun_cal200_x4,1.55,1.6,1.27,1.11,richelieu_gun_380_x4,1.05,1.07,1.27,0.89,richelieu_gun_380_x4,1.05,1.07,1.27,0.89,,,,,,,,,,
gun_17_x4_france,,432,gun_17_x4,france,,richelieu_gun_380_x4,1.07,1.14,1.21,0.93,richelieu_gun_380_x4,1.07,1.14,1.21,0.93,richelieu_gun_380_x4,1.07,1.14,1.21,0.93,richelieu_gun_380_x4,1.07,1.14,1.21,0.93,richelieu_gun_380_x4,1.07,1.14,1.21,0.93,,,,,,,,,,
gun_18_x4_france,,457,gun_18_x4,france,,richelieu_gun_380_x4,1.146,1.174,1.21,0.91,richelieu_gun_380_x4,1.146,1.174,1.21,0.91,richelieu_gun_380_x4,1.146,1.174,1.21,0.91,richelieu_gun_380_x4,1.146,1.174,1.21,0.91,richelieu_gun_380_x4,1.146,1.174,1.21,0.91,,,,,,,,,,
gun_19_x4_france,,483,gun_19_x4,france,,richelieu_gun_380_x4,1.22,1.25,1.23,0.9,richelieu_gun_380_x4,1.22,1.25,1.23,0.9,richelieu_gun_380_x4,1.22,1.25,1.23,0.9,richelieu_gun_380_x4,1.22,1.25,1.23,0.9,richelieu_gun_380_x4,1.22,1.25,1.23,0.9,,,,,,,,,,
gun_20_x4_france,,508,gun_20_x4,france,,richelieu_gun_380_x4,1.26,1.28,1.21,0.9,richelieu_gun_380_x4,1.26,1.28,1.21,0.9,richelieu_gun_380_x4,1.26,1.28,1.21,0.9,richelieu_gun_380_x4,1.26,1.28,1.21,0.9,richelieu_gun_380_x4,1.26,1.28,1.21,0.9,,,,,,,,,,
###,,,###,,,QUAD GUNS GENERIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4,,51,gun_2_x4,,,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,richelieu_gun_120_x4,1.063125,1.135265625,1.16,1.68,,,,,,,,,,
gun_3_x4,,76,gun_3_x4,,,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,richelieu_gun_120_x4,1.3,1.4,1.15,1.75,,,,,,,,,,
gun_4_x4,,102,gun_4_x4,,,richelieu_gun_120_x4,1.194589531,1.257902776,1.08,,richelieu_gun_120_x4,1.21278125,1.277058656,1.1,,richelieu_gun_120_x4,1.23125,1.29650625,1.12,,richelieu_gun_120_x4,1.25,1.31625,1.14,,richelieu_gun_120_x4,1.265625,1.332703125,1.16,,,,,,,,,,,
gun_5_x4,,127,gun_5_x4,,,didox_gun_cal133_x4,0.96,1.1,2.12,1.42,didox_gun_cal133_x4,0.96,1.1,2.12,1.42,didox_gun_cal133_x4,0.96,1.1,2.12,1.42,didox_gun_cal133_x4,0.96,1.1,2.12,1.42,rich_gun_cal130_x4,1.37,1.45,1.55,1.3,,,,,,,,,,
gun_6_x4,,152,gun_6_x4,,,dido_gun_cal133_x4,1.245,1.313,1.26,1.06,dido_gun_cal133_x4,1.245,1.313,1.26,1.06,dido_gun_cal133_x4,1.245,1.313,1.26,1.06,dido_gun_cal133_x4,1.245,1.313,1.26,1.06,dido_gun_cal133_x4,1.245,1.313,1.26,1.06,,,,,,,,,,
gun_7_x4,,178,gun_7_x4,,,dido_gun_cal133_x4,1.358315,1.418954063,1.18,,dido_gun_cal133_x4,1.379,1.4405625,1.2,,dido_gun_cal133_x4,1.4,1.4625,1.22,,didox_gun_cal133_x4,1.4175,1.48078125,1.24,,didox_gun_cal133_x4,1.43521875,1.499291016,1.26,,,,,,,,,,,
gun_8_x4,,203,gun_8_x4,,,dido_gun_cal200_x4,0.90309375,0.9546651563,1.2,,dido_gun_cal200_x4,0.92625,0.97914375,1.22,,dido_gun_cal200_x4,0.95,1.00425,1.24,,brooklyn_gun_152_x4,1.25,1.35,1.1,1.27,brooklyn_gun_152_x4,1.25,1.35,1.1,1.27,,0.759375,0.78975,0.78975,0.82134,,,,,
gun_9_x4,,229,gun_9_x4,,,dido_gun_cal200_x4,0.97914375,1.028813906,1.2,,dido_gun_cal200_x4,1.00425,1.05519375,1.22,,dido_gun_cal200_x4,1.03,1.08225,1.24,,richelieu_gun_b_380_x4,0.82134,0.8508569063,1.26,,kgeorge_gun_380_x4_c,0.8424,0.87267375,1.18,,,0.81,0.839109375,0.8424,0.87267375,,,,,
gun_10_x4,,254,gun_10_x4,,,dido_gun_cal200_x4,1.05519375,1.102962656,1.2,,dido_gun_cal200_x4,1.08225,1.13124375,1.22,,dido_gun_cal200_x4,1.11,1.16025,1.24,,richelieu_gun_b_380_x4,0.87267375,0.9009073125,1.26,,kgeorge_gun_380_x4_c,0.89505,0.9240075,1.18,,,0.860625,0.88846875,0.89505,0.9240075,,,,,
gun_11_x4,,279,gun_11_x4,,,dido_gun_cal200_x4,1.13124375,1.137256453,1.2,,dido_gun_cal200_x4,1.16025,1.166416875,1.22,,dido_gun_cal200_x4,1.19,1.196325,1.24,,richelieu_gun_b_380_x4,0.9240075,0.9509577188,1.26,,kgeorge_gun_380_x4_c,0.9477,0.97534125,1.18,,,0.91125,0.937828125,0.9477,0.97534125,,,,,
gun_12_x4,,305,gun_12_x4,,,dido_gun_cal200_x4,1.166416875,1.251260156,1.2,,dido_gun_cal200_x4,1.196325,1.28334375,1.22,,dido_gun_cal200_x4,1.227,1.31625,1.24,,richelieu_gun_b_380_x4,0.97534125,1.001008125,1.26,,kgeorge_gun_380_x4_c,1.00035,1.026675,1.18,,,0.961875,0.9871875,1.00035,1.026675,,,,,
gun_13_x4,,330,gun_13_x4,,,kgeorge_gun_380_x4_c,1.0125,1.036546875,1.18,0.82,kgeorge_gun_380_x4_c,1.0125,1.036546875,1.18,0.82,kgeorge_gun_380_x4_c,1.0125,1.036546875,1.18,0.82,kgeorge_gun_380_x4_c,1.0125,1.036546875,1.18,0.82,kgeorge_gun_380_x4_c,1.0125,1.036546875,1.18,0.82,,,,,,,,,,
gun_14_x4,,356,gun_14_x4,,,kgeorge_gun_380_x4_c,1.063125,1.08590625,1.18,0.84,kgeorge_gun_380_x4_c,1.063125,1.08590625,1.18,0.84,kgeorge_gun_380_x4_c,1.063125,1.08590625,1.18,0.84,kgeorge_gun_380_x4_c,1.063125,1.08590625,1.18,0.84,kgeorge_gun_380_x4_c,1.063125,1.08590625,1.18,0.84,,,,,,,,,,
gun_15_x4,,381,gun_15_x4,,,kgeorge_gun_380_x4_c,1.11375,1.135265625,1.18,0.85,kgeorge_gun_380_x4_c,1.11375,1.135265625,1.18,0.85,kgeorge_gun_380_x4_c,1.11375,1.135265625,1.18,0.85,kgeorge_gun_380_x4_c,1.11375,1.135265625,1.18,0.85,kgeorge_gun_380_x4_c,1.11375,1.135265625,1.18,0.85,,,,,,,,,,
gun_16_x4,,406,gun_16_x4,,,kgeorge_gun_380_x4_c,1.164375,1.184625,1.18,0.87,kgeorge_gun_380_x4_c,1.164375,1.184625,1.18,0.87,kgeorge_gun_380_x4_c,1.164375,1.184625,1.18,0.87,kgeorge_gun_380_x4_c,1.164375,1.184625,1.18,0.87,kgeorge_gun_380_x4_c,1.164375,1.184625,1.18,0.87,,,,,,,,,,
gun_17_x4,,432,gun_17_x4,,,kgeorge_gun_380_x4_c,1.16,1.19,1.14,0.92,kgeorge_gun_380_x4_c,1.16,1.19,1.14,0.92,kgeorge_gun_380_x4_c,1.16,1.19,1.14,0.92,kgeorge_gun_380_x4_c,1.16,1.19,1.14,0.92,kgeorge_gun_380_x4_c,1.16,1.19,1.14,0.92,,,,,,,,,,
gun_18_x4,,457,gun_18_x4,,,kgeorge_gun_380_x4_c,1.2,1.23,1.12,0.931,kgeorge_gun_380_x4_c,1.2,1.23,1.12,0.931,kgeorge_gun_380_x4_c,1.2,1.23,1.12,0.931,kgeorge_gun_380_x4_c,1.2,1.23,1.12,0.931,kgeorge_gun_380_x4_c,1.2,1.23,1.12,0.931,,,,,,,,,,
gun_19_x4,,483,gun_19_x4,,,kgeorge_gun_380_x4_c,1.3,1.34,1.16,0.91,kgeorge_gun_380_x4_c,1.3,1.34,1.16,0.91,kgeorge_gun_380_x4_c,1.3,1.34,1.16,0.91,kgeorge_gun_380_x4_c,1.3,1.34,1.16,0.91,kgeorge_gun_380_x4_c,1.3,1.34,1.16,0.91,,,,,,,,,,
gun_20_x4,,508,gun_20_x4,,,kgeorge_gun_380_x4_c,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x4_c,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x4_c,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x4_c,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x4_c,1.379,1.4405625,1.16,0.9,,,,,,,,,,
###,,,###,,,SMALL GUNS FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x1_france_bb,bc,ca,cl",,51,gun_2_x1,"france, chile","bb,bc,ca,cl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x2_france_bb,bc,ca,cl",,51,gun_2_x2,"france, chile","bb,bc,ca,cl",,,,,,,,,,,,,,,,richelieu_gun_100_x2,1.215,1.39,1.16,1.36,richelieu_gun_100_x2,1.215,1.39,1.16,1.36,,,,,,,,,,
"gun_2_x3_france_bb,bc,ca,cl",,51,gun_2_x3,"france, chile","bb,bc,ca,cl",,,,,,,,,,,,,,,,richelieu_gun_100_x3,1.215,1.39,1.16,1.36,richelieu_gun_100_x3,1.215,1.39,1.16,1.36,,,,,,,,,,
"gun_3_x1_france_bb,bc,ca,cl",,76,gun_3_x1,"france, chile","bb,bc,ca,cl,tb",bouvet_gun_100_x1,0.95,1,0.8,1.61,bouvet_gun_100_x1,0.95,1,0.8,1.61,bouvet_gun_100_x1,0.95,1,0.8,1.61,richelieu_gun_100_x1,1.42,1.52,1.16,1.47,richelieu_gun_100_x1,1.42,1.52,1.16,1.47,,,,,,,,,,
"gun_3_x2_france_bb,bc,ca,cl",,76,gun_3_x2,"france, chile","bb,bc,ca,cl",maine_gun_152_x2,0.85,0.925,1.2,1.2,maine_gun_152_x2,0.87,0.945,1.2,1.23,,,,,,richelieu_gun_100_x2,1.42,1.52,1.16,1.47,richelieu_gun_100_x2,1.42,1.52,1.16,1.47,,,,,,,,,,
"gun_3_x3_france_bb,bc,ca,cl",,76,gun_3_x3,"france, chile","bb,bc,ca,cl",maine_gun_152_x3,0.85,0.925,1.2,1.2,maine_gun_152_x3,0.87,0.945,1.2,1.23,,,,,,richelieu_gun_100_x3,1.42,1.52,1.16,1.47,richelieu_gun_100_x3,1.42,1.52,1.16,1.47,,,,,,,,,,
"gun_4_x1_france_bb,bc,ca,cl,dd,tb",,102,gun_4_x1,"france, chile","bb,bc,ca,cl,dd,tb",bouvet_gun_100_x1,1,1.07,0.8,1.68,bouvet_gun_100_x1,1,1.07,0.8,1.68,didox_gun_cal133_x1,0.91,0.96,2.12,1.52,didox_gun_cal133_x1,0.91,0.96,2.12,1.52,rich_gun_cal130_x1,1.19,1.36,2.12,1.52,,,,,,,,,,
"gun_4_x2_france_bb,bc,ca,cl,dd,tb",,102,gun_4_x2,"france, chile","bb,bc,ca,cl,dd,tb",maine_gun_152_x2,1,1.07,1,1.12,maine_gun_152_x2,1.02,1.09,1,1.15,didox_gun_cal133_x2,0.91,0.96,2.12,1.52,didox_gun_cal133_x2,0.91,0.96,2.12,1.52,rich_gun_cal130_x2,1.19,1.36,2.12,1.52,,,,,,,,,,
"gun_4_x3_france_bb,bc,ca,cl,dd,tb",,102,gun_4_x3,"france, chile","bb,bc,ca,cl,dd,tb",maine_gun_152_x3,1,1.07,1,1.12,maine_gun_152_x3,1.02,1.09,1,1.15,didox_gun_cal133_x3,0.91,0.96,2.12,1.52,didox_gun_cal133_x3,0.91,0.96,2.12,1.52,rich_gun_cal130_x3,1.19,1.36,2.12,1.52,,,,,,,,,,
"gun_5_x1_france_cl, dd",,127,gun_5_x1,"france, chile","cl, dd",bouvet_gun_100_x1,1.07,1.13,1.5,1.023,bouvet_gun_100_x1,1.07,1.13,1.5,1.023,,,,,,richelieu_gun_152_x1,0.86,0.91,1.55,1.3,richelieu_gun_152_x1,0.86,0.91,1.55,1.3,,,,,,,,,,
"gun_5_x2_france_cl, dd",,127,gun_5_x2,"france, chile","cl, dd",bouvet_gun_100_x2,1.07,1.13,1.5,1.023,bouvet_gun_100_x2,1.07,1.13,1.5,1.023,,,,,,richelieu_gun_152_x2,0.86,0.91,1.55,1.3,richelieu_gun_152_x2,0.86,0.91,1.55,1.3,,,,,,,,,,
"gun_5_x3_france_cl, dd",,127,gun_5_x3,"france, chile","cl, dd",,,,,,,,,,,,,,,,richelieu_gun_152_x3,0.86,0.91,1.55,1.3,richelieu_gun_152_x3,0.86,0.91,1.55,1.3,,,,,,,,,,
"gun_5_x1_france_bb,bc,ca",,127,gun_5_x1,"france, chile","bb,bc,ca",massena_gun_138_x1,0.97,1.1,1.5,1.285,massena_gun_138_x1,0.97,1.1,1.5,1.285,didox_gun_cal133_x1,0.96,1.02,2.12,1.42,didox_gun_cal133_x1,0.96,1.02,2.12,1.42,rich_gun_cal130_x1,1.37,1.45,1.55,1.3,,,,,,,,,,
"gun_5_x2_france_bb,bc,ca",,127,gun_5_x2,"france, chile","bb,bc,ca",massena_gun_138_x2,0.97,1.1,1.5,1.26,massena_gun_138_x2,0.97,1.1,1.5,1.26,didox_gun_cal133_x2,0.96,1.02,2.12,1.42,didox_gun_cal133_x2,0.96,1.02,2.12,1.42,rich_gun_cal130_x2,1.37,1.45,1.55,1.3,,,,,,,,,,
"gun_5_x3_france_bb,bc,ca",,127,gun_5_x3,"france, chile","bb,bc,ca",,,,,,,,,,,didox_gun_cal133_x3,0.96,1.1,2.12,1.42,didox_gun_cal133_x3,0.96,1.1,2.12,1.42,rich_gun_cal130_x3,1.37,1.45,1.55,1.3,,,,,,,,,,
"gun_6_x1_france_bb,bc,ca,cl",,152,gun_6_x1,"france, chile","bb,bc,ca,cl",bouvet_gun_138_x1,1.1,1.27,1.22,1.28,dant_gun_245_x1,0.75,0.8,1.1,0.89,dant_gun_245_x1,0.75,0.8,1.1,0.8,richelieu_gun_152_x1,0.9315,0.987,1.55,1.37,richelieu_gun_152_x1,0.9315,0.987,1.55,1.37,,,,,,,,,,
"gun_6_x2_france_bb,bc,ca,cl",,152,gun_6_x2,"france, chile","bb,bc,ca,cl",bouvet_gun_138_x2,1.12,1.27,1.22,1.24,dant_gun_245_x2,0.75,0.8,1.1,0.89,dant_gun_245_x2,0.75,0.8,1.1,0.8,richelieu_gun_152_x2,0.9315,0.987,1.55,1.37,richelieu_gun_152_x2,0.9315,0.987,1.55,1.37,,,,,,,,,,
"gun_6_x3_france_bb,bc,ca,cl",,152,gun_6_x3,"france, chile","bb,bc,ca,cl",,,,,,dant_gun_245_x3,0.75,0.8,1.1,0.89,dant_gun_245_x3,0.75,0.8,1.1,0.8,richelieu_gun_152_x3,0.9315,0.987,1.55,1.37,richelieu_gun_152_x3,0.9315,0.987,1.55,1.37,,,,,,,,,,
"gun_7_x1_france_bb,bc,ca,cl",,178,gun_7_x1,"france, argentina, chile, greece","bb,bc,ca,cl",bouvet_gun_138_x1,1.27,1.42,1.22,1.28,dant_gun_245_x1,0.8,0.85,1.1,0.95,dant_gun_245_x1,0.8,0.85,1.1,0.95,richelieu_gun_152_x1,1.0125,1.09,1.55,1.43,richelieu_gun_152_x1,1.0125,1.09,1.55,1.43,,,,,,,,,,
"gun_7_x2_france_bb,bc,ca,cl",,178,gun_7_x2,"france, argentina, chile, greece","bb,bc,ca,cl",bouvet_gun_138_x2,1.27,1.42,1.22,1.233,dant_gun_245_x2,0.8,0.85,1.1,0.95,dant_gun_245_x2,0.8,0.85,1.1,0.95,richelieu_gun_152_x2,1.0125,1.09,1.55,1.43,richelieu_gun_152_x2,1.0125,1.09,1.55,1.43,,,,,,,,,,
"gun_7_x3_france_bb,bc,ca,cl",,178,gun_7_x3,"france, argentina, chile, greece","bb,bc,ca,cl",,,,,,dant_gun_245_x3,0.8,0.85,1.1,0.97,dant_gun_245_x3,0.85,0.897,1.1,0.89,richelieu_gun_152_x3,1.0125,1.09,1.55,1.43,richelieu_gun_152_x3,1.0125,1.09,1.55,1.43,,,,,,,,,,
"gun_8_x1_france_bb,bc,ca,cl",,203,gun_8_x1,"france, argentina, greece","bb,bc,ca,cl",bouvet_gun_138_x1,1.42,1.57,1.38,1.26,dant_gun_245_x1,0.85,0.9,1.1,,dant_gun_245_x1,0.85,0.9,1.1,,richelieu_gun_152_x1,1.113,1.194,1.55,1.43,richelieu_gun_152_x1,1.113,1.194,1.55,1.43,,,,,,,,,,
"gun_8_x2_france_bb,bc,ca,cl, dd",,203,gun_8_x2,"france, argentina, greece","bb,bc,ca,cl, dd",bouvet_gun_138_x2,1.42,1.57,1.38,1.26,dant_gun_245_x2,0.85,0.9,1.1,,dant_gun_245_x2,0.85,0.9,1.1,,richelieu_gun_152_x2,1.113,1.194,1.55,1.43,richelieu_gun_152_x2,1.113,1.194,1.55,1.43,,,,,,,,,,
"gun_8_x3_france_bb,bc,ca,cl",,203,gun_8_x3,"france, argentina, greece","bb,bc,ca,cl",,,,,,dant_gun_245_x3,0.85,0.9,1.1,,dant_gun_245_x3,0.85,0.9,1.1,,richelieu_gun_152_x3,1.113,1.194,1.55,1.43,richelieu_gun_152_x3,1.113,1.194,1.55,1.43,,,,,,,,,,
###,,,###,,,BIG GUNS FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_9_x1_france,,229,gun_9_x1,"france, argentina, greece",,bouvet_gun_305_x1,0.84,0.89,1.28,1.36,dant_gun_245_x1,0.9,1,1.1,1.02,dant_gun_245_x1,0.9,1,1.1,1.02,richelieu_gun_152_x1,1.195,1.21,1.55,1.48,richelieu_gun_152_x1,1.195,1.21,1.55,1.48,,,,,,,,,,
gun_9_x2_france,,229,gun_9_x2,"france, argentina, greece",,bouvet_gun_305_x2,0.84,0.89,1.28,1.36,dant_gun_245_x2,0.9,1,1.1,1.02,dant_gun_245_x2,0.9,1,1.1,1.02,richelieu_gun_152_x2,1.195,1.21,1.55,1.48,richelieu_gun_152_x2,1.195,1.21,1.55,1.48,,,,,,,,,,
gun_9_x3_france,,229,gun_9_x3,"france, argentina, greece",,,,,,,dant_gun_245_x3,0.9,0.95,1.1,1.02,dant_gun_245_x3,0.9,1,1.1,1.02,richelieu_gun_152_x3,1.195,1.21,1.55,1.48,richelieu_gun_152_x3,1.195,1.21,1.55,1.48,,,,,,,,,,
gun_10_x1_france,,254,gun_10_x1,"france, greece",,dante_gun_240_x1,0.8,0.93,1.3,1.24,dant_gun_245_x1,1,1.125,1.1,,dant_gun_245_x1,1,1.125,1.1,,richelieu_gun_380_x1,0.7,0.75,1.29,1.06,richelieu_gun_380_x1,0.7,0.75,1.29,1.06,,,,,,,,,,
gun_10_x2_france,,254,gun_10_x2,"france, greece",,dante_gun_240_x2,0.8,0.93,1.29,1.24,dant_gun_245_x2,1,1.125,1.1,,dant_gun_245_x2,1,1.125,1.1,,richelieu_gun_380_x2,0.7,0.75,1.29,1.06,richelieu_gun_380_x2,0.7,0.75,1.29,1.06,,,,,,,,,,
gun_10_x3_france,,254,gun_10_x3,"france, greece",,,,,,,dant_gun_245_x3,1,1.125,1.1,,dant_gun_245_x3,1,1.125,1.1,,richelieu_gun_380_x3,0.7,0.75,1.29,1.06,richelieu_gun_380_x3,0.7,0.75,1.29,1.06,,,,,,,,,,
